page,sentence,citation,reference_number,reference_text
14,"(1998) [1]
suggested a mainstream framework for text mining that uses pragmatic and discourse level
analyses of text",[1],1,"1. Ahonen H, Heinonen O, Klemettinen M, Verkamo AI (1998) Applying data mining techniques for
     descriptive phrase extraction in digital document collections. In research and technology advances in..."
